school_code,postal_code,city,name
0370094B,37270,Montlouis-sur-Loire,Ecole élémentaire Paul Racault
0670714M,67140,Heiligenstein,Ecole primaire
0670720U,67140,Le Hohwald,Ecole primaire
0671016R,67203,Oberschaeffolsheim,Ecole primaire Les Cigognes
0671401J,67120,Duppigheim,Ecole élémentaire Les Colverts
0671490F,67140,Stotzheim,Ecole maternelle
0672206J,67120,Ernolsheim-Bruche,Ecole maternelle
0672854N,67210,Valff,Ecole élémentaire
0672913C,67140,Stotzheim,Ecole élémentaire publique
0830191G,83170,Brignoles,Ecole primaire Marie Curie
0830206Y,83600,Fréjus,Ecole maternelle Aubanel
0830210C,83130,La Garde,Ecole maternelle Michel Zunino
0830215H,83400,Hyères,Ecole maternelle Alexis Godillot
0830219M,83250,La Londe-les-Maures,Ecole maternelle Oswald
0830220N,83510,Lorgues,Ecole maternelle André Negrel
0830221P,83340,Le Luc,Ecole maternelle Jean Moulin
0830222R,83340,Le Luc,Ecole maternelle Alphonse Daudet
0830232B,83700,Saint-Raphaël,Ecole maternelle Boulouris
0830249V,83100,Toulon,Ecole maternelle Brunet-Barentine
0830250W,83200,Toulon,Ecole maternelle Basse-Convention
0830253Z,83000,Toulon,Ecole maternelle Casanova
0830254A,83000,Toulon,Ecole maternelle Cité de l'Epargne
0830259F,83200,Toulon,Ecole maternelle Le Jonquet
0830260G,83000,Toulon,Ecole maternelle La Loubiere
0830263K,83000,Toulon,Ecole maternelle Le Mourillon
0830272V,83000,Toulon,Ecole maternelle La Serinette
0830273W,83200,Toulon,Ecole maternelle Le Temple
0830274X,83200,Toulon,Ecole maternelle Valbertrand
0830278B,83160,La Valette-du-Var,Ecole maternelle Anatole France
0830280D,83550,Vidauban,Ecole Primaire Pauline Kergomard
0830284H,83000,Toulon,Ecole primaire Fort Sainte-Catherine
0830293T,83100,Toulon,Ecole primaire Marius Longepierre
0830304E,83200,Toulon,Ecole primaire Riviere-Neuve 1
0830325C,83690,Tourtour,ECOLE PRIMAIRE NELLY OVADIA
0830359P,83140,Six-Fours-les-Plages,Ecole primaire Condorcet
0830369A,83210,Solliès-Pont,Ecole primaire Jean Moulin
0830372D,83210,Solliès-Ville,Ecole primaire Jean Aicard
0830374F,83460,Taradeau,Ecole primaire Jean Reynier
0830376H,83340,Le Thoronet,Ecole primaire Lucie Aubrac
0830378K,83000,Toulon,Ecole primaire Jean Aicard
0830385T,83000,Toulon,Ecole primaire Lazare Carnot
0830386U,83000,Toulon,Ecole primaire Le Brusquet
0830405P,83170,Rougiers,Ecole Puits de Marin
0830415A,83440,Saint-Paul-en-Forêt,Ecole primaire St Paul en Foret
0830458X,83310,La Môle,Ecole primaire Yves Codou
0830463C,83570,Montfort-sur-Argens,Ecole primaire Octave Vigne
0830468H,83490,Le Muy,Ecole primaire La Peyroua
0830473N,83390,Pierrefeu-du-Var,Ecole Elémentaire Anatole France
0830477T,83640,Plan-d'Aups-Sainte-Baume,Ecole primaire Jean de Florette
0830484A,83220,Le Pradet,Ecole primaire Charles Sandro
0830487D,83480,Puget-sur-Argens,Ecole primaire Les Oliviers
0110292H,11510,Fitou,Ecole primaire
0110308A,11270,Gaja-la-Selve,Ecole maternelle
0110325U,11400,Issel,Ecole primaire
0110330Z,11400,Labécède-Lauragais,Ecole primaire
0110376Z,11120,Mailhac,Ecole primaire
0110381E,11120,Marcorignan,Ecole primaire
0110394U,11120,Mirepeisset,Ecole primaire Condorcet
0110418V,11200,Montséret,Ecole primaire
0110419W,11800,Monze,Ecole primaire
0110427E,11100,Narbonne,Ecole primaire Lakanal
0110433L,11100,Narbonne,Ecole élémentaire Léon Blum
0110444Y,11100,Narbonne,Ecole maternelle Fabre d'Eglantine
0110446A,11100,Narbonne,Ecole maternelle Helvétie
0110488W,11400,La Pomarède,Ecole primaire
0110500J,11140,Puilaurens,Ecole primaire
0110519E,11160,Rieux-Minervois,Ecole élémentaire
0110534W,11290,Roullens,Ecole primaire
0110535X,11240,Routier,Ecole primaire
0110541D,11230,Saint-Benoît,Ecole primaire
0110558X,11220,Saint-Laurent-de-la-Cabrerisse,Ecole primaire Fabre d'Eglantine
0110569J,11400,Saint-Papoul,Ecole primaire Henry Grocelle
0110606Z,11170,Villesèquelande,Ecole primaire Canal des deux mers
0110618M,11590,Sallèles-d'Aude,Ecole maternelle Raymond Courriere
0110622S,11600,Salsigne,Ecole primaire
0110633D,11400,Souilhanels,Ecole primaire
0110634E,11400,Souilhe,Ecole primaire communale claire Tournier
0110644R,11200,Tourouzelle,Ecole primaire
0110648V,11800,Trèbes,Ecole primaire les Floralies
0110713R,11700,Azille,Ecole maternelle
0110728G,11120,Argeliers,Ecole primaire
0110772E,11400,Castelnaudary,Ecole primaire privée Jeanne d'Arc
0110784T,11100,Narbonne,Ecole maternelle Marx Dormoy
0110793C,11200,Luc-sur-Orbieu,Ecole primaire
0110795E,11200,Névian,Ecole primaire
0110796F,11610,Pennautier,Ecole élémentaire Henri Huon
0110798H,11600,Villegailhenc,Ecole maternelle
0110832V,11800,Badens,Ecole primaire
0110866G,11260,Espéraza,Ecole primaire Jules Ferry
0110867H,11100,Narbonne,Ecole maternelle Jean de La Fontaine
0110871M,11700,Moux,Ecole primaire Jean Jaurès
0110880X,11200,Ferrals-les-Corbières,Ecole Arnaud Beltrame
0110886D,11600,Conques-sur-Orbiel,Ecole primaire
0110955D,11110,Coursan,Ecole maternelle Antoine de Saint-Exupéry
0111027G,11130,Sigean,Ecole élémentaire privée Calandreta Lo Becarut
0111042Y,11300,Ajac,Ecole élémentaire
0120147V,12110,Aubin,Ecole primaire publique Marcel Pagnol
0120174Z,12310,Bertholène,Ecole primaire publique
0120190S,12340,Bozouls,Ecole primaire publique Arsène Ratier
0120199B,12350,Brandonnet,Ecole primaire publique
0120218X,12450,Calmont,Ecole primaire publique La Nauze Magrin
0120283T,12140,Entraygues-sur-Truyère,Ecole primaire publique
0120286W,12390,Escandolières,Ecole élémentaire publique
0120319G,12220,Galgan,Ecole primaire publique
0120330U,12350,Compolibat,Ecole primaire publique
0120350R,12110,Cransac,Ecole maternelle publique Jacques Prévert
0120352T,12230,La Couvertoirade,Ecole maternelle publique La Blaquèrerie
0120353U,12100,Creissels,Ecole primaire publique Les Cascades
0120402X,12500,Lassouts,Ecole primaire publique Les Petits Tambourniers
0120415L,12430,Lestrade-et-Thouels,Ecole primaire publique des Quatre Vents
0120417N,12300,Livinhac-le-Haut,Ecole primaire publique Prosper Alfaric
0120425X,12450,Luc-la-Primaube,Ecole primaire publique Jacques Prévert
0120440N,12200,Martiel,Ecole primaire publique
0120451A,12100,Millau,Ecole primaire publique Edouard-Alfred Martel
0120478E,12200,Monteils,Ecole primaire publique
0120525F,12330,Nauviale,Ecole maternelle publique
0120557R,12290,Prades-Salars,Ecole maternelle publique
0120567B,12800,Quins,Ecole primaire publique Salan
0120583U,12390,Rignac,Ecole primaire publique Jacques Perrin
0120590B,12340,Rodelle,Ecole primaire publique Bezonnes
0120595G,12000,Rodez,Ecole élémentaire publique Cambon
0120650S,12260,Sainte-Croix,Ecole primaire publique Célestin Rossignol
0120653V,12320,Conques-en-Rouergue,Ecole primaire publique Saint-Cyprien-sur-Dourdou
0120689J,12550,Saint-Juéry,Ecole primaire publique
0120718R,12370,Saint-Sever-du-Moustier,Ecole primaire publique
0120721U,12400,Saint-Victor-et-Melvieu,Ecole primaire publique Saint-Victor
0120732F,12330,Salles-la-Source,Ecole primaire publique Souyri
0120769W,12320,Sénergues,Ecole primaire publique
0120786P,12210,Soulages-Bonneval,Ecole primaire publique
0120790U,12800,Tauriac-de-Naucelle,Ecole primaire publique Saint-Martial
0120800E,12200,Toulonjac,Ecole primaire publique
0120844C,12200,Villefranche-de-Rouergue,Ecole élémentaire publique Jean Pendaries
0120923N,12160,Baraqueville,Ecole élémentaire publique Georges Brassens
0120942J,12500,Espalion,Ecole élémentaire privée Saint-Hilarian
0120979Z,12100,Millau,Ecole primaire privée Sacré Coeur
0120981B,12220,Montbazens,Ecole primaire privée Saint-Géraud
0120988J,12740,Sébazac-Concourès,Ecole primaire publique Concoures
0121013L,12360,Camarès,Ecole primaire privée Saint Michel
0121021V,12120,Cassagnes-Bégonhès,Ecole primaire privée Sainte-Marie
0121024Y,12230,La Cavalerie,Ecole primaire privée Sainte-Bernadette
0121050B,12000,Onet-le-Château,Ecole primaire privée Sainte-Bernadette
0121070Y,12000,Rodez,Ecole primaire privée Sainte-Thérèse
0121083M,12330,Saint-Christophe-Vallon,Ecole primaire privée Sainte-Marie-des-Prés
0121128L,12260,Villeneuve,Ecole primaire privee Notre-Dame
0121148H,12200,Villefranche-de-Rouergue,Ecole élémentaire publique La Chartreuse
0121155R,12100,Millau,Ecole primaire privée Saint-Martin
0121158U,12310,Laissac-Sévérac l'Eglise,Ecole primaire privée Sainte-Angèle
0121169F,12500,Saint-Côme-d'Olt,Ecole primaire publique
0121190D,12270,La Fouillade,Ecole primaire publique Jean Lafon
0121198M,12240,Pradinas,Ecole primaire publique
0121214E,12700,Asprières,Ecole primaire publique
0121224R,12110,Viviez,Ecole primaire  publique Le Pont
0121239G,12850,Onet-le-Château,Ecole primaire publique Pierre Puel
0121244M,12000,Le Monastère,Ecole primaire publique des Quatre Rives
0121247R,12510,Olemps,Ecole primaire publique Pierre Loubière
0121275W,12120,Cassagnes-Bégonhès,Ecole primaire publique Des Chênes
0121342U,12450,Flavin,Ecole maternelle publique Marcel Pagnol
0121356J,12450,Luc-la-Primaube,Ecole élémentaire publique Jean Boudou
0121370Z,12000,Rodez,Ecole primaire privee    Saint-Paul
0121403K,12700,Capdenac-Gare,Ecole primaire publique Pierre Riols
0130249A,13100,Aix-en-Provence,Ecole primaire des Platanes
0130253E,13100,Aix-en-Provence,Ecole élémentaire Sallier
0130289U,13100,Aix-en-Provence,Ecole maternelle Sextius
0130291W,13190,Allauch,Ecole primaire Val Fleuri
0130292X,13190,Allauch,Ecole élémentaire Centre
0130304K,13200,Arles,Ecole élémentaire Emile Loubet
0130307N,13200,Arles,Ecole élémentaire Montplaisir
0130313V,13129,Arles,Ecole élémentaire Salin de Giraud
0130315X,13200,Arles,Ecole élémentaire André Benoit
0130323F,13200,Arles,Ecole élémentaire Jules Vallès
0130338X,13200,Arles,Ecole maternelle du Cloître
0130340Z,13200,Arles,Ecole maternelle Pauline Kergomard
0130341A,13200,Arles,Ecole maternelle La Roquette
0130342B,13129,Arles,Ecole maternelle Salin de Giraud
0130356S,13400,Aubagne,Ecole élémentaire Jean Mermoz 2
0130380T,13130,Berre-l'Etang,Ecole maternelle Paul Langevin
0130401R,13260,Cassis,Ecole élémentaire Leriche Mistral
0130413D,13220,Châteauneuf-les-Martigues,Ecole maternelle Pierre Brossolette
0130429W,13600,La Ciotat,Ecole maternelle Abeille
0130431Y,13600,La Ciotat,Ecole maternelle l'Afferage
0130448S,13430,Eyguières,Ecole maternelle Emmanuel Nicaise
0130453X,13990,Fontvieille,Ecole élémentaire Yvan Audouard
0130466L,13120,Gardanne,Ecole élémentaire Albert Bayet
0130467M,13120,Gardanne,Ecole maternelle les Terrils bleus
0130490M,13490,Jouques,Ecole élémentaire République
0130505D,13370,Mallemort,Ecole élémentaire Frédéric Mistral
0130515P,13011,Marseille 11e  Arrondissement,Ecole primaire Accates La Valentine
0130524Z,13012,Marseille 12e  Arrondissement,Ecole élémen Beaumont Bombardière
0130540S,13007,Marseille  7e  Arrondissement,Ecole élémentaire Candolle
0130556J,13013,Marseille 13e  Arrondissement,Ecole primaire Croix Rouge 1
0130559M,13003,Marseille  3e  Arrondissement,Ecole élémentaire d'application Edouard Vaillant
0130567W,13004,Marseille  4e  Arrondissement,Ecole élémentaire La Feuilleraie
0130568X,13005,Marseille  5e  Arrondissement,Ecole élémentaire Fraissinet
0130569Y,13002,Marseille  2e  Arrondissement,Ecole élémentaire François Moisson
0130570Z,13005,Marseille  5e  Arrondissement,Ecole élémentaire Olivier Gillibert
0130583N,13013,Marseille 13e  Arrondissement,Ecole élémentaire  Malpassé
0130584P,13013,Marseille 13e  Arrondissement,Ecole élémentaire Les Martegaux
0130590W,13014,Marseille 14e  Arrondissement,Ecole élémentaire Merlan Cerisaie
0130600G,13009,Marseille  9e  Arrondissement,Ecole élémentaire Parc Dromel
0130638Y,13013,Marseille 13e  Arrondissement,Ecole élémentaire Saint-Just Centre 1
0130645F,13011,Marseille 11e  Arrondissement,Ecole élémentaire Saint Marcel
0130658V,13010,Marseille 10e  Arrondissement,Ecole élémentaire La Timone
0130663A,13011,Marseille 11e  Arrondissement,Ecole élémentaire Valentine
0130725T,13006,Marseille  6e  Arrondissement,Ecole élémentaire Friedland
0130735D,13003,Marseille  3e  Arrondissement,Ecole élémentaire Kléber
0130753Y,13002,Marseille  2e  Arrondissement,Ecole élémentaire d'application Montée des Accoules
0130801A,13010,Marseille 10e  Arrondissement,Ecole élémentaire Saint Loup Castel Joli
0130813N,13004,Marseille  4e  Arrondissement,Ecole élémentaire Sainte-Sophie
0130833K,13005,Marseille  5e  Arrondissement,Ecole maternelle Abbé de l'Epée
0130841U,13009,Marseille  9e  Arrondissement,Ecole maternelle La Baume
0130842V,13012,Marseille 12e  Arrondissement,Ecole maternelle Beaumont Bombardière
0130844X,13003,Marseille  3e  Arrondissement,Ecole maternelle Belle de Mai
0130845Y,13003,Marseille  3e  Arrondissement,Ecole maternelle Révolution
0130846Z,13006,Marseille  6e  Arrondissement,Ecole maternelle des Bergers
0130848B,13012,Marseille 12e  Arrondissement,Ecole maternelle La Blancarde
0130857L,13009,Marseille  9e  Arrondissement,Ecole maternelle Calanques de Sormiou
0130861R,13004,Marseille  4e  Arrondissement,Ecole maternelle Louis Botinelly
0130867X,13002,Marseille  2e  Arrondissement,Ecole maternelle des Dames
0130871B,13008,Marseille  8e  Arrondissement,Ecole maternelle Etienne Milan
0130873D,13015,Marseille 15e  Arrondissement,Ecole maternelle Extérieur
0130876G,13005,Marseille  5e  Arrondissement,Ecole maternelle Fraissinet
0130879K,13008,Marseille  8e  Arrondissement,Ecole maternelle Grand Saint Giniez
0130916A,13013,Marseille 13e  Arrondissement,Ecole maternelle Rose Saint Théodore
0130917B,13012,Marseille 12e  Arrondissement,Ecole maternelle La Rosière
0130921F,13009,Marseille  9e  Arrondissement,Ecole maternelle La Rouvière
0130922G,13008,Marseille  8e  Arrondissement,Ecole maternelle Roy d'Espagne 1
0130933U,13015,Marseille 15e  Arrondissement,Ecole maternelle Saint-Joseph Servières
0130934V,13012,Marseille 12e  Arrondissement,Ecole maternelle Saint-Julien
0510567P,51100,Reims,Ecole maternelle Charles Arnould
0130946H,13009,Marseille  9e  Arrondissement,Ecole maternelle Sainte-Marguerite
0130957V,13002,Marseille  2e  Arrondissement,Ecole maternelle Vincent Leblanc
0510573W,51100,Reims,Ecole maternelle Avranches
0130970J,13500,Martigues,Ecole élémentaire  Henri Tranchier
0130975P,13500,Martigues,Ecole primaire Saint Jean
0130976R,13500,Martigues,Ecole primaire Saint Pierre
0510609K,51150,Condé-sur-Marne,Ecole primaire Confluence
0130986B,13500,Martigues,Ecole élémentaire La Couronne
0130987C,13500,Martigues,Ecole primaire Saint Julien
0510631J,51000,Châlons-en-Champagne,Ecole élémentaire d'application Jules Ferry
0131001T,13590,Meyreuil,Ecole maternelle Virgile Arène
0510633L,51000,Châlons-en-Champagne,Ecole maternelle Doulcet
0131015H,13940,Mollégès,Ecole élémentaire MOLLEGES
0510635N,51000,Châlons-en-Champagne,Ecole primaire publique Prieur de la Marne
0131054A,13750,Plan-d'Orgon,Ecole élémentaire Plan d'Orgon
0510637R,51240,Nuisement-sur-Coole,Ecole primaire
0131057D,13110,Port-de-Bouc,Ecole élémentaire Romain Rolland 1
0131068R,13230,Port-Saint-Louis-du-Rhône,Ecole élémentaire  Jules Verne
0510739B,51800,Ville-sur-Tourbe,Ecole primaire
0131073W,13610,Le Puy-Sainte-Réparade,Ecole élémentaire  Saint Canadet
0510745H,51600,Sainte-Marie-à-Py,Ecole élémentaire
0131082F,13640,La Roque-d'Anthéron,Ecole élémentaire Victor Hugo
0131083G,13640,La Roque-d'Anthéron,Ecole élémentaire Jules Ferry
0131085J,13640,La Roque-d'Anthéron,Ecole maternelle Paul Claudel
0510924C,51480,Damery,Ecole maternelle
0131086K,13830,Roquefort-la-Bédoule,Ecole élémentaire Paul Eluard
0510941W,51530,Cramant,Ecole élémentaire
0131104E,13670,Saint-Andiol,Ecole maternelle Jean Moulin
0131113P,13103,Saint-Etienne-du-Grès,Ecole élémentaire  mixte
0510960S,51160,Aÿ-Champagne,Ecole maternelle Centre
0131116T,13310,Saint-Martin-de-Crau,Ecole élémentaire de logisson
0511031U,51510,Compertrix,Ecole maternelle Jean Rostand
0131121Y,13115,Saint-Paul-lès-Durance,Ecole primaire paul caillat
0131129G,13730,Saint-Victoret,Ecole élémentaire Honoré Carbonel
0131138S,13300,Salon-de-Provence,Ecole élémentaire Les Bressons
0511119P,51530,Saint-Martin-d'Ablois,Ecole maternelle
0131143X,13300,Salon-de-Provence,Ecole élémentaire Lurian 1
0131154J,13300,Salon-de-Provence,Ecole maternelle Marceau Ginoux
0131156L,13300,Salon-de-Provence,Ecole maternelle Jules Michelet
0131163U,13240,Septèmes-les-Vallons,Ecole primaire Jules Ferry
0131174F,13530,Trets,Ecole élémentaire Edmond Brun
0131175G,13530,Trets,Ecole élémentaire Jean Moulin
0131188W,13127,Vitrolles,Ecole élémentaire Les Vignettes
0511309W,51490,Pontfaverger-Moronvilliers,Ecole élémentaire
0131206R,13080,Aix-en-Provence,Ecole élémentaire Edouard Peisson
0131216B,13130,Berre-l'Etang,Ecole élémentaire Georges Dezarnaud
0131219E,13700,Marignane,Ecole élémentaire Albert Camus
0131224K,13015,Marseille 15e  Arrondissement,Ecole élémentaire Maurelette
0511386E,51500,Mailly-Champagne,Ecole élémentaire
0131227N,13013,Marseille 13e  Arrondissement,Ecole élémentaire Rose Val Plan
0511389H,51360,Verzenay,Ecole primaire
0131231T,13015,Marseille 15e  Arrondissement,Ecole maternelle Calade
0511392L,51110,Bazancourt,Ecole élémentaire René Chazot
0131237Z,13140,Miramas,Ecole maternelle Garouvin
0131245H,13015,Marseille 15e  Arrondissement,Ecole maternelle Castellas Les Lions
0511416M,51100,Reims,Ecole maternelle la Pérouse
0131251P,13013,Marseille 13e  Arrondissement,Ecole maternelle Parc des Chartreux
0511445U,51100,Reims,Ecole maternelle Galilée
0511447W,51100,Reims,Ecole maternelle Ruisselet
0511456F,51490,Bétheniville,Ecole élémentaire
0131270K,13014,Marseille 14e  Arrondissement,Ecole maternelle Sainte-Marthe
0131272M,13008,Marseille  8e  Arrondissement,Ecole élémentaire  Flotte
0511498B,51500,Sillery,Ecole maternelle
0131280W,13014,Marseille 14e  Arrondissement,Ecole maternelle Merlan Cerisaie
0511515V,51220,Hermonville,Ecole maternelle
0511541Y,51800,Vienne-le-Château,Ecole primaire
0511543A,51100,Reims,Ecole élémentaire Blanche Cavarrot
0511545C,51220,Loivre,Ecole maternelle
0511577M,51100,Reims,Ecole maternelle Raoul Dufy / Cavarrot
0511579P,51230,Connantre,Ecole maternelle
0511582T,51700,Châtillon-sur-Marne,Ecole maternelle
0131526N,13300,Salon-de-Provence,Ecole maternelle Canourgues
0511589A,51000,Châlons-en-Champagne,Ecole élémentaire Lavoisier
0131534X,13008,Marseille  8e  Arrondissement,Ecole maternelle Cité Azoulay
0511590B,51200,Epernay,Ecole élémentaire Bachelin
0131538B,13003,Marseille  3e  Arrondissement,Ecole élémentaire  Peyssonnel 2
0511592D,51100,Reims,Ecole élémentaire Jean Macé
0131546K,13010,Marseille 10e  Arrondissement,Ecole élémentaire  Saint Tronc La Rose
0511594F,51700,Châtillon-sur-Marne,Ecole élémentaire
0511624N,51100,Reims,Ecole élémentaire Turenne
0131562C,13009,Marseille  9e  Arrondissement,Ecole maternelle Valmante
0511691L,51100,Reims,Ecole élémentaire Martin Peller
0131563D,13013,Marseille 13e  Arrondissement,Ecole maternelle Saint-Just Corot
0131592K,13230,Port-Saint-Louis-du-Rhône,Ecole maternelle Louise Michel
0511729C,51420,Witry-lès-Reims,Ecole élémentaire Gaston Buard
0131595N,13011,Marseille 11e  Arrondissement,Ecole élémentaire  La Grognarde
0511770X,51430,Tinqueux,Ecole élémentaire Pont de Muire
0131630B,13130,Berre-l'Etang,Ecole élémentaire Vaillant-Couturier
0511798C,51100,Reims,Ecole élémentaire Mazarin
0131637J,13015,Marseille 15e  Arrondissement,Ecole élémentaire Parc Kalliste
0131643R,13008,Marseille  8e  Arrondissement,Ecole maternelle Flotte
0511827J,51110,Warmeriville,Ecole primaire privée Val des Bois
0131648W,13013,Marseille 13e  Arrondissement,Ecole maternelle Rose Val Plan
0511856R,51100,Reims,Ecole élémentaire Jamin
0511938E,51480,Venteuil,Ecole maternelle
0511957A,51300,Vauclerc,Ecole primaire
0511966K,51190,Grauves,Ecole maternelle
